student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
20727,23.1,80.5,5.3,100,A,Excellent
20862,15.6,71,10,100,A,Excellent
24378,8.7,72.7,6.3,76.2,B,Good
18743,21.9,83,9.3,95.9,A,Excellent
35385,25.3,82.3,8.6,100,A,Excellent
12985,20.7,98,6.8,96.7,A,Excellent
31392,20.6,79.5,5.4,95.7,A,Excellent
28438,18.6,77.7,7.8,83.9,B,Good
27616,25,84.2,5.6,100,A,Excellent
36784,12.2,87,6.1,88.5,A,Good
36349,10.6,93.3,9.2,72.1,B,Average
13267,13.3,96.9,7.8,69.4,C,Average
773,19.4,81.4,7.9,100,A,Excellent
39636,12.6,79.9,10,74.4,B,Average
S012,6,51,7,58.5,D,Poor
17873,22.6,89,8.1,100,A,Excellent
18158,23.8,72,5.8,94.2,A,Excellent
6029,1.2,94.8,6.8,58.5,C,Poor
30099,13.8,89.7,6.7,80.2,B,Good
24425,0,85.9,8.6,65.6,C,Average
27210,14.8,77.3,6.1,97.7,A,Excellent
31808,0,98.7,9.1,48.7,D,Poor
21984,23.8,84.3,4.7,100,A,Excellent
16412,14.3,85.2,6.6,82,B,Good
28351,12.5,90.3,3.9,81,B,Good
15821,14,95.2,5.6,100,A,Excellent
32538,5.7,75.3,5.9,69.8,C,Average
3448,9.4,77.5,9.1,80.5,B,Good
32734,6.8,81.2,5.5,72.4,B,Average
20354,26.1,79.3,7.3,100,A,Excellent
39451,21.8,61,7.4,100,A,Excellent
2023,24.5,78.9,4.1,100,A,Excellent
31228,16.7,100,4.4,87.3,A,Good
34816,13.1,76.7,5.4,81.3,B,Good
19073,20.4,73.4,3.7,100,A,Excellent
31814,15.9,88.6,8.8,79.3,B,Good
38594,18.5,62.2,5.4,100,A,Excellent
8541,12.8,70.7,4.1,89.7,A,Good
28346,4.7,89.3,2.5,75.8,B,Good
11401,13.9,96.1,4.8,77.7,B,Good
35233,9.3,93.3,7.7,71.7,B,Average
4385,10.7,91.6,5.9,81.3,B,Good
2079,14,88.6,9.4,97.5,A,Excellent
17175,9.4,87.9,5.8,77.1,B,Good
38597,21.1,91.3,4,98.7,A,Excellent
7190,0.8,71.8,6.2,71.1,B,Average
1823,13.4,100,6,91.3,A,Excellent
32578,2.2,91.8,5.1,48.1,D,Poor
35542,23.5,97.9,6.4,100,A,Excellent
27372,21,91.6,3.9,92.8,A,Excellent
27373,18.9,84.3,3.8,100,A,Excellent
1328,14,89.7,6.3,88,A,Good
23891,17,93.3,6.7,78.5,B,Good
9471,17.9,84.2,7.7,92.5,A,Excellent
18760,23.7,94.3,7.7,100,A,Excellent
3242,35.1,92.3,8.7,100,A,Excellent
28075,19.4,100,6.7,90.8,A,Excellent
39207,31.4,87.9,4.1,100,A,Excellent
25610,17.9,87.3,7.8,92.2,A,Excellent
30062,21.3,90,3.5,100,A,Excellent
20779,10.9,70,3.4,70.4,B,Average
25569,15.7,78.7,8.2,100,A,Excellent
13875,15.9,99.2,5.9,89.3,A,Good
29654,18.1,78.9,9.4,79.5,B,Good
11588,8.4,100,10,59.9,C,Poor
25832,25.6,83.3,5.7,100,A,Excellent
22978,14.1,84.8,1.7,70.8,B,Average
37663,23.6,67.8,9.8,100,A,Excellent
32389,8.1,94.2,6,84.5,B,Good
23797,18.9,92,5.6,100,A,Excellent
29949,21.4,84.4,0.8,100,A,Excellent
14134,7.9,81.7,5.1,50.5,D,Poor
2995,8.3,89,8.5,71,B,Average
33571,0,67.5,1.3,46.6,D,Poor
17972,8.2,94.7,5,79.9,B,Good
19993,21.2,73.1,8.3,95.4,A,Excellent
26233,12.1,68.8,5.8,85.4,A,Good
24082,3,90.2,8,50.9,D,Poor
27430,0,87.4,7.3,67.7,C,Average
1409,12.7,84.8,5.8,76.7,B,Good
378,16.3,94.9,6,100,A,Excellent
15674,1.4,85.7,6.3,65.8,C,Average
10364,6.3,83.2,7.8,72.4,B,Average
28699,13,78.1,7.1,81.6,B,Good
8796,2.3,68.2,9,60.8,C,Average
31030,14.7,91.5,3.2,96,A,Excellent
25042,10.8,73.2,4,100,A,Excellent
27974,6.4,82.7,3.9,59.5,C,Poor
16238,23,92,6.2,98.1,A,Excellent
31898,13.3,100,6.1,72.8,B,Average
23126,0.6,82.6,6.6,41.6,D,Poor
4877,5.6,87.9,2.7,66.5,C,Average
11448,20.8,75.6,5.2,96.6,A,Excellent
344,11.5,78.1,5.8,89.4,A,Good
24222,7.5,80.6,6.1,51.4,D,Poor
15655,14.2,93.1,3.8,75.1,B,Good
32098,24.8,85.9,1.9,100,A,Excellent
35338,11.6,86.2,2.9,67.6,C,Average
9344,18.1,97.4,2.3,100,A,Excellent
754,22.4,77.3,7.6,100,A,Excellent
24042,20.9,88.5,8.8,100,A,Excellent
5583,26.5,82.3,4,100,A,Excellent
8132,19.1,84.4,4.6,94.5,A,Excellent
14403,21.1,80.3,8,100,A,Excellent
34423,12.7,88.1,6.3,83.1,B,Good
21825,24.1,92.5,3.8,100,A,Excellent
4619,14.9,76.8,8.1,81.6,B,Good
32140,0,92,6.3,54.9,D,Poor
21369,20.7,88.9,6.8,94.4,A,Excellent
18522,20.8,94.6,6.2,84.8,B,Good
28568,4,75,7.1,64.8,C,Average
4469,15.8,82.1,6,100,A,Excellent
38325,12.6,79.8,7.7,66.7,C,Average
20232,5.9,85,7.1,59.4,C,Poor
30168,21.7,75.9,7.2,100,A,Excellent
2254,14.9,82.8,3.2,85.6,A,Good
24122,6.9,86.9,5.3,60.1,C,Average
7234,20.1,92.4,6.3,100,A,Excellent
27139,4,88.7,5.9,51.6,D,Poor
9732,23.1,100,2.1,100,A,Excellent
4646,26.3,84,6,100,A,Excellent
16369,6.2,90.3,3.3,46.5,D,Poor
38944,12.4,100,4.3,90.4,A,Excellent
1106,7.7,87.2,6.8,73.3,B,Average
23662,13.3,79.9,8.9,76.2,B,Good
27716,26.8,90.8,7.4,100,A,Excellent
7970,22.9,100,5.8,100,A,Excellent
19449,23.2,77.6,7.8,100,A,Excellent
8011,13,92.9,8.1,60.6,C,Average
2692,13.3,91.2,4.3,73.1,B,Average
19122,12.1,84.5,4.9,66.1,C,Average
33927,10.4,89.8,9,65.1,C,Average
4215,15.3,72.6,6.5,91.9,A,Excellent
18776,18.4,86.2,4.5,87.1,A,Good
13865,19.7,89.1,6.2,100,A,Excellent
27778,11.4,82.7,4.1,81.2,B,Good
780,19.3,83.8,5.6,100,A,Excellent
31103,23.9,92.1,10,100,A,Excellent
4344,22.2,81.3,7.6,100,A,Excellent
24817,14.8,65.4,8,94.8,A,Excellent
11360,17,90.9,6.8,100,A,Excellent
36005,11.4,80.1,6.5,73.6,B,Average
30440,20.3,100,5.3,100,A,Excellent
32895,32.6,95,6.1,100,A,Excellent
7512,31.8,98.1,10,100,A,Excellent
28197,9.5,99.2,4.2,83.3,B,Good
9871,15.4,70.7,6.7,97,A,Excellent
14165,7.7,100,4.3,52.1,D,Poor
23635,18.7,95.1,8.7,90.1,A,Excellent
33942,4.4,96.2,9.2,68.4,C,Average
12772,19.5,78.8,4.8,98.4,A,Excellent
18392,23.2,88.3,7.6,100,A,Excellent
36365,13.4,76.2,4.8,78.1,B,Good
33395,17.2,83,8,98.5,A,Excellent
23258,8.3,76.9,8.2,62.5,C,Average
27820,9.8,69,6.7,80.9,B,Good
17666,26.3,80.9,7.7,100,A,Excellent
20806,19.6,74.3,9,100,A,Excellent
7945,17.9,95.3,7.1,87.9,A,Good
1806,3.9,86.4,10,57.8,C,Poor
5038,10.2,94.5,6.3,95.6,A,Excellent
1822,15.5,80.9,5.4,86.5,A,Good
24209,13.4,77.2,7,72.4,B,Average
25809,13.8,95.3,9.9,98,A,Excellent
26958,1.3,87.8,1.4,46.8,D,Poor
16030,25.3,90.6,5.5,100,A,Excellent
32776,8.3,86.1,7.7,80.1,B,Good
34363,25.1,81.5,6.6,100,A,Excellent
17648,15.4,68.2,5.4,100,A,Excellent
20667,10.7,100,7.1,58.6,C,Poor
21903,26.1,95.6,6.5,100,A,Excellent
28398,15.7,74.7,2.1,100,A,Excellent
17201,16.9,80.7,5.8,87.9,A,Good
13800,0,100,5.9,69.9,C,Average
939,16.7,98.6,7.4,97.6,A,Excellent
16580,30.1,83.1,4.8,100,A,Excellent
23373,19.6,81.1,6,80.9,B,Good
24586,9.7,87,5.2,67.2,C,Average
6556,5.2,89.5,4.4,68.3,C,Average
37369,21.3,85.4,4.8,100,A,Excellent
18820,9.4,70.3,4.5,68.2,C,Average
15087,0,86.3,5.8,42.4,D,Poor
27652,0,81.4,8.3,43.1,D,Poor
19817,16.5,78.2,7.7,91.1,A,Excellent
1797,12.8,77.3,4.3,83.7,B,Good
34470,6.3,78.5,4.8,77.6,B,Good
728,17.4,64.5,8.2,83.7,B,Good
4924,24.9,100,5.1,100,A,Excellent
34843,13.5,80.7,4.8,66.1,C,Average
29684,15.1,77.4,6.5,86.8,A,Good
18931,10.1,84.9,5.9,87.2,A,Good
10226,21.5,88.8,6.9,100,A,Excellent
24578,14.4,79.5,6.8,75.3,B,Good
29566,8,96.6,6.3,77.5,B,Good
4177,14.9,61.8,5.8,81.4,B,Good
14396,10.9,90.8,6.2,78.1,B,Good
39025,31.4,83.1,3.7,100,A,Excellent
23177,16.8,82.5,6.1,92.1,A,Excellent
33488,13.8,77.2,2.1,68,C,Average
15111,27.7,62.2,3,100,A,Excellent
911,12.8,77,6.2,90.3,A,Excellent
22989,8.8,86.4,4.5,68.2,C,Average
19740,13.4,80.7,5.1,72.4,B,Average
5385,20.9,83.1,5.5,93.2,A,Excellent
31621,11.9,96.4,4.7,84.4,B,Good
29360,12.7,64.3,8.3,68.4,C,Average
14073,8.3,75.2,5.7,78.9,B,Good
4706,14.1,81.5,5,77.9,B,Good
5916,8.7,77.9,7.7,73.5,B,Average
9958,7.8,93.2,7.3,57.6,C,Poor
28604,15.9,97.7,6.5,85.1,A,Good
26107,8.4,77.9,5,68.6,C,Average
12154,7.1,74,7.2,88.2,A,Good
15789,6.6,69.2,8.2,68.3,C,Average
12004,14.7,83.4,1.8,98.2,A,Excellent
17736,19.4,76,5,100,A,Excellent
31586,21.1,89.2,8.6,100,A,Excellent
34727,1.7,84.6,9.2,70.6,B,Average
38356,0,92.9,7.8,64.1,C,Average
15174,15.6,85.9,6.4,92,A,Excellent
14369,25.2,94.2,6.5,100,A,Excellent
2333,4.4,91.9,8,66.9,C,Average
26076,9.4,78.9,7.4,52.8,D,Poor
21242,10.2,70.3,5.6,72.3,B,Average
4605,7.4,90.2,7.3,56.6,C,Poor
12007,19.3,89,7.1,100,A,Excellent
25948,4.6,97.1,4.6,71.9,B,Average
29362,20.7,92.1,4.8,100,A,Excellent
5702,13.5,83.3,4.6,87.2,A,Good
8100,16.2,79.7,5.1,93.1,A,Excellent
8049,5.9,74.8,5,65.1,C,Average
18074,9.4,92.3,4.4,77.9,B,Good
31394,12.1,85.5,8.5,85.1,A,Good
2531,18.3,88.8,3.4,98.3,A,Excellent
25100,11.1,89.8,5.3,100,A,Excellent
32638,21.8,70.5,3.7,92,A,Excellent
9949,13.6,98.4,7.9,83.4,B,Good
561,17,79.1,4.8,100,A,Excellent
22442,20.5,82.2,5.9,96.4,A,Excellent
30036,14.3,98.7,8.5,90.1,A,Excellent
6102,16.6,77.4,4.4,87.5,A,Good
28730,7.8,79.5,7.2,63.3,C,Average
32963,10.9,83,4.7,67.6,C,Average
10792,11.5,94.1,6.4,91.8,A,Excellent
7960,12.3,88.4,4.9,80,B,Good
191,11.9,92.4,9.6,70.1,B,Average
11410,25.7,86.5,7.5,100,A,Excellent
9811,11.1,61.5,0,72.6,B,Average
35783,17.9,72.5,8.4,100,A,Excellent
12160,16.2,87.9,8.5,73.3,B,Average
7217,10.9,100,7.4,77.1,B,Good
22854,16.7,84.6,5.4,84.5,B,Good
37150,13.5,91.4,7.5,93.2,A,Excellent
2092,17.1,88.6,7.7,100,A,Excellent
18047,10.1,97.8,7.8,57.4,C,Poor
14962,14.1,88.3,9.1,94.7,A,Excellent
24022,10.2,82.4,6.1,68.1,C,Average
32019,27.3,100,6.9,100,A,Excellent
26629,33.4,76.7,6.5,100,A,Excellent
37407,6.8,83.3,10,58.1,C,Poor
13924,26.8,100,10,100,A,Excellent
34479,21,100,6.6,100,A,Excellent
32102,32.7,100,2.2,100,A,Excellent
17463,9.7,77.1,4.9,85.3,A,Good
5191,10.6,84.9,6.8,79.3,B,Good
1769,15.9,88.6,0,100,A,Excellent
17794,12.5,82,5.3,70.9,B,Average
22910,20.8,92,5.6,99.6,A,Excellent
28845,19.5,83.8,10,99.5,A,Excellent
18300,21.3,77,5.9,100,A,Excellent
31794,16.1,87,7.6,86.9,A,Good
37375,23.7,100,7,100,A,Excellent
15041,12.2,85.5,5.9,87.2,A,Good
6271,12.5,83.1,5.1,81.2,B,Good
8004,20,80.9,5.4,97.2,A,Excellent
28659,22.7,80.2,6.1,93.7,A,Excellent
38042,11.2,94.1,3.3,76.7,B,Good
30956,9.1,83.6,5.9,76.4,B,Good
21818,17.9,81.8,6,96.7,A,Excellent
10428,11.5,78.7,3.3,86.2,A,Good
12578,14.7,100,7.7,95.3,A,Excellent
29777,4.7,66.2,7.3,44.5,D,Poor
15706,24.7,80.2,6,100,A,Excellent
32418,16.9,81.8,5.6,94,A,Excellent
25064,13.3,90.2,1.6,100,A,Excellent
34102,23.6,84.7,4.8,93.7,A,Excellent
29537,35,96.6,4.5,100,A,Excellent
16547,10.7,74.8,5,67.2,C,Average
16738,8.6,98.5,1.9,67.5,C,Average
30947,8.3,75.4,4.3,95.6,A,Excellent
39698,27.1,71.3,5.4,100,A,Excellent
13102,4.8,81.3,6.5,56.9,C,Poor
174,17.4,93.7,6.9,100,A,Excellent
4167,12.9,79,5.5,84,B,Good
14637,19.4,81.5,4.9,89.5,A,Good
7774,18.1,76.8,5.1,87.6,A,Good
14082,27.8,83.8,4.3,100,A,Excellent
31508,20.5,82.6,2.8,100,A,Excellent
29528,14.2,70.5,7.3,84,B,Good
38775,10.3,91.6,5,83.7,B,Good
20393,9.3,96.2,7.5,81.9,B,Good
28820,21.4,81.6,4.6,100,A,Excellent
25031,4,74,3.6,71.5,B,Average
14776,12.2,100,7.1,78.5,B,Good
10145,16.6,83.8,7,87.6,A,Good
35529,17.5,90.1,7.6,98.2,A,Excellent
37075,13.9,78,5.6,72.7,B,Average
12964,26.2,91.8,6.5,100,A,Excellent
22375,8,76.3,6.6,60.5,C,Average
7394,12.6,71.2,7.2,83.8,B,Good
23031,29.3,78.4,7.4,100,A,Excellent
4903,7.8,100,4.9,62.4,C,Average
38530,23.3,96.4,4,100,A,Excellent
19345,22,83.5,3.8,100,A,Excellent
28620,5.6,88,6.3,56.6,C,Poor
31107,12.5,85.1,4.2,75.9,B,Good
38349,6.2,76.9,6.4,63.1,C,Average
17125,0,72.4,4.7,51.1,D,Poor
1730,27.9,76.9,4.1,100,A,Excellent
9537,9.4,89.5,10,88.3,A,Good
6922,10.6,97.7,7.9,87.5,A,Good
4669,9,87.1,9.8,81.1,B,Good
34337,6.8,86.6,7.5,65.5,C,Average
6021,16.7,100,8.9,92.6,A,Excellent
27420,13.6,96.2,7.5,79.9,B,Good
28993,7.5,71.1,6.6,63.9,C,Average
4453,23,82.1,5.3,100,A,Excellent
32619,14.2,86.1,4.4,96.3,A,Excellent
30121,22.5,99.4,6.1,100,A,Excellent
12320,13.3,88.2,4.6,96.1,A,Excellent
31279,9.9,77,5,79.6,B,Good
31410,20,78.8,6.8,92.4,A,Excellent
27058,18.3,93.8,6.7,92,A,Excellent
19187,12.7,88.9,5.1,79.5,B,Good
38306,23.4,89.1,7.4,100,A,Excellent
29704,13.2,78.9,8.7,78.3,B,Good
10111,10.1,80.6,5.7,80.5,B,Good
19444,21,99.8,3.5,100,A,Excellent
22718,16.1,100,6.9,87.5,A,Good
6511,25.9,84.8,3.5,100,A,Excellent
1986,18.6,91.9,5.7,100,A,Excellent
17628,35.2,96.4,3.7,100,A,Excellent
10157,7.3,89.7,7.5,70.3,B,Average
39695,19.5,80.8,4.7,100,A,Excellent
37962,14,81.7,7.3,83.6,B,Good
15327,12.3,90.5,5.7,90.9,A,Excellent
14803,0.5,83.2,6.7,73,B,Average
39159,13.5,86,4.7,87.4,A,Good
18578,5,64.8,5.1,43.5,D,Poor
32053,10,89.1,5.8,71.4,B,Average
1474,15.1,71.9,6.4,88,A,Good
26386,1.1,85,4.6,64.6,C,Average
37038,19.6,74.7,7.6,100,A,Excellent
21611,4.3,74,4.9,59.4,C,Poor
11340,18.6,90.4,5.2,100,A,Excellent
25210,17.1,76.5,5,100,A,Excellent
35193,0,82.3,9.4,49.5,D,Poor
23936,9.3,83.6,0.9,75,B,Good
24530,27.8,80.7,5.7,100,A,Excellent
5299,19.9,98.3,9.1,92.2,A,Excellent
S024,12,61,5,69.5,C,Average
18969,8.8,88.8,4.1,82.7,B,Good
33917,29.9,91.7,5.1,100,A,Excellent
26367,4,73.3,6.9,56,C,Poor
19885,12.9,97.7,7,77.1,B,Good
11564,26.2,86.8,6.6,100,A,Excellent
11405,17.7,90.1,2.7,86.9,A,Good
2418,17.4,88.7,2.7,100,A,Excellent
38473,22.7,74.7,6.5,99.1,A,Excellent
4623,8.8,77.8,10,68.3,C,Average
24964,14,80.2,6.9,91.3,A,Excellent
26103,22.4,91.9,4.1,96,A,Excellent
31560,6.6,93,7.9,54.3,D,Poor
28677,18.7,90,4.6,74.7,B,Average
18358,8.9,86.9,7.2,68.5,C,Average
33696,17.8,84.7,7.1,100,A,Excellent
24181,13.9,100,2.9,75.6,B,Good
35215,16,100,5.4,90,A,Good
21393,0,83.8,7.5,37.3,F,Poor
28989,15.3,100,5.6,69.3,C,Average
32299,15.6,72.2,6.3,83.4,B,Good
29649,22.4,78.3,7.7,100,A,Excellent
26394,0,72.7,6.6,28.5,F,Poor
36692,7.1,87.7,7.6,77.5,B,Good
8930,15.9,84.9,8.8,80.8,B,Good
7392,15.5,90.1,9.9,100,A,Excellent
17272,17.1,84.8,5.5,90.3,A,Excellent
19006,25.2,82.1,1.2,100,A,Excellent
14350,10.1,85.5,7.5,86.1,A,Good
5750,8.2,79.7,4.3,66.8,C,Average
17586,29,68.4,7.2,100,A,Excellent
22902,20.3,94.5,7.3,100,A,Excellent
31662,18.6,84.1,3.2,100,A,Excellent
35048,4.5,76.9,5.7,52.5,D,Poor
29178,6.4,81,6.9,74.5,B,Average
25878,16.7,89.7,4.4,82.7,B,Good
791,18,69.9,5.8,100,A,Excellent
1446,10.4,68.1,6.8,50.3,D,Poor
30550,15.2,67.2,7.4,89.6,A,Good
18614,25.2,59.4,2.4,100,A,Excellent
31598,22.9,86.6,8.1,100,A,Excellent
694,19.3,97,6,96.8,A,Excellent
8471,14.5,78.8,6.4,83.2,B,Good
32922,25.2,82.1,8.6,100,A,Excellent
109,16.8,81.5,4.9,100,A,Excellent
11133,17.5,100,2.8,76.9,B,Good
30338,20.1,85.6,6.3,79.9,B,Good
16239,22.9,83.5,4.2,100,A,Excellent
35545,10.5,84.7,7,93,A,Excellent
22927,20.3,79.1,4.8,93.1,A,Excellent
9142,13.8,93.8,7.6,92.3,A,Excellent
4663,11,80,6.8,82,B,Good
26723,11.8,80,10,63.1,C,Average
25947,17.3,58.9,6.2,91.7,A,Excellent
4994,19,76.8,6.3,100,A,Excellent
36356,25.3,84.7,6.4,100,A,Excellent
6722,22.6,80.6,6.3,100,A,Excellent
36597,1.2,93.6,4,56.6,C,Poor
15539,14.6,68.8,5,72.1,B,Average
5274,19.9,88.9,2.5,95.3,A,Excellent
19317,11.3,91.4,4.8,89,A,Good
36337,12.3,87.6,9,84.6,B,Good
21263,11.1,90.6,7.8,99.9,A,Excellent
10119,9.7,58.4,5.3,83.3,B,Good
28645,19.2,100,8.8,100,A,Excellent
9855,11,76.2,1.9,67,C,Average
11057,9.1,67.4,2.7,65.5,C,Average
29690,18.3,90.3,7.3,96.2,A,Excellent
10831,25.1,80.6,5.9,100,A,Excellent
15147,6.1,80.8,7.9,72.8,B,Average
8461,9.7,90.1,6.5,67.7,C,Average
30901,14.6,84.9,9,75.6,B,Good
38382,6.2,98.8,5.8,58.8,C,Poor
15853,7.2,83,6.6,65.9,C,Average
6038,3.1,99.3,7.4,66.1,C,Average
8381,15.7,71.7,5.3,96.8,A,Excellent
6205,6.9,78.3,4.6,60.1,C,Average
36914,28.7,90.6,5.8,100,A,Excellent
31376,15.6,80.5,7.5,100,A,Excellent
27215,15.6,83.5,3.5,91.5,A,Excellent
32808,19.5,86.3,7.3,100,A,Excellent
18410,15.7,73,5.1,82.2,B,Good
21370,28.9,71.8,6,100,A,Excellent
28074,11.1,94.9,10,100,A,Excellent
12701,13.7,88.3,10,75.2,B,Good
38743,21.9,73.5,3.1,100,A,Excellent
14044,9.6,90.5,6.8,71.1,B,Average
15198,14.4,90.9,5.7,85,A,Good
11000,13,83.8,5,69.3,C,Average
37133,2.4,90.4,3.3,63.1,C,Average
36820,19.3,95.6,7.5,100,A,Excellent
12636,24.7,89.2,5.9,100,A,Excellent
31886,11.2,77.5,6.2,77.3,B,Good
13827,23.1,74.4,4,97.7,A,Excellent
2805,14.3,87.4,9,86.5,A,Good
39644,4,78.8,3.7,80.6,B,Good
11020,24.2,79.6,9.7,100,A,Excellent
8861,17.1,87.8,6.3,94.5,A,Excellent
332,8.7,87.3,4.5,41.3,D,Poor
35281,26.8,81.6,10,100,A,Excellent
33387,16.4,86,7.9,100,A,Excellent
39871,29.7,84.9,4.5,100,A,Excellent
16776,15.1,89,3.9,75.4,B,Good
29070,23.6,96.6,5.2,100,A,Excellent
26544,17.5,83.1,6.7,100,A,Excellent
11435,3.2,73.9,3.2,43.1,D,Poor
33596,11.3,93.1,2.7,91.8,A,Excellent
35175,10.4,87.4,5.2,69.5,C,Average
34699,8.9,86.2,7.2,80.2,B,Good
34282,14.1,77.9,4.7,83.7,B,Good
28211,12.4,66.7,4.6,87,A,Good
13626,24.7,84.4,7.2,100,A,Excellent
17286,17.1,85.5,6.6,82,B,Good
19433,21.7,79.4,6.9,100,A,Excellent
30704,22.9,71.5,3.2,100,A,Excellent
36156,20.9,83.9,6.9,93.5,A,Excellent
8663,20.6,85,8.9,100,A,Excellent
30222,22.1,71.3,3.7,89,A,Good
1814,21.3,84.6,6,100,A,Excellent
1824,10.4,87.7,6,74.6,B,Average
38566,18.6,98.2,8.3,100,A,Excellent
28557,4.7,80.7,7.3,55.2,C,Poor
39593,13.9,81.2,6.9,84.5,B,Good
11506,15.9,75.3,7.5,83.2,B,Good
6134,15.2,69,3.3,91.1,A,Excellent
782,5.7,91.7,7.8,80.2,B,Good
34944,14.4,78.3,6.2,79.6,B,Good
22297,10,72.5,8.6,76.9,B,Good
14830,9.1,75.2,6.4,66.3,C,Average
35591,13.1,77,8,77.2,B,Good
15115,8.5,74.5,5.1,62.7,C,Average
26290,17.5,100,5.3,89.6,A,Good
3261,13.3,90.2,1,67.7,C,Average
32974,23.2,88.7,4.5,100,A,Excellent
39540,23.3,76.6,4.3,100,A,Excellent
36619,4.4,98.9,5.9,53.4,D,Poor
9792,17.3,79.3,8.1,90.7,A,Excellent
33196,18.4,85.4,4.5,100,A,Excellent
29465,13.2,77.1,4.8,82.7,B,Good
36607,22.1,88.2,4.5,100,A,Excellent
31502,7.9,77.5,5.4,84.5,B,Good
13360,21.9,82.8,7.4,80.9,B,Good
36579,10.8,88,5.3,90.7,A,Excellent
9164,22.5,92.4,6.7,100,A,Excellent
37640,19.8,68.7,5.3,88.7,A,Good
4020,14.4,92.2,2.8,84.9,B,Good
31078,11.2,76.6,3.9,60.9,C,Average
23926,11.2,100,3.1,68.3,C,Average
14646,27.9,95.3,7.2,100,A,Excellent
29808,12.4,91.9,7,79.4,B,Good
14552,16,89.6,6.6,82.4,B,Good
2046,22.8,62.2,8.6,100,A,Excellent
33555,6.1,91.2,5,67.5,C,Average
27114,29.4,82.2,10,100,A,Excellent
28964,12.3,83,5.2,84.3,B,Good
28138,13,88.5,5.4,89.2,A,Good
19982,18.6,85.6,7.6,89.2,A,Good
17119,18.2,78.4,4.1,93.2,A,Excellent
7517,27.5,89.1,4.8,100,A,Excellent
39351,24.4,100,4.8,100,A,Excellent
18959,22.9,80.7,6.5,97.5,A,Excellent
30788,12.6,74.7,6.2,73.4,B,Average
27115,12.5,76.5,7.6,79.4,B,Good
22770,6.9,70.9,6.4,82.4,B,Good
6935,21.2,79.5,5.5,85.8,A,Good
22011,9.4,73.1,2.9,67.8,C,Average
33983,19.4,64.5,6.6,97.2,A,Excellent
34130,11.2,86.9,8.9,76.2,B,Good
14469,2.2,78.7,8.9,49.6,D,Poor
8253,1.8,100,5.3,50.8,D,Poor
37670,22.9,95.2,9.1,100,A,Excellent
156,10,90.3,5.5,92.4,A,Excellent
33739,13.7,75.4,4.5,91,A,Excellent
14182,26.1,76.8,8.1,100,A,Excellent
12931,10,94,1.6,93.7,A,Excellent
31446,6.3,84.5,6.1,59.3,C,Poor
35858,7.7,96.8,4.9,83,B,Good
6958,27.6,77.4,8.7,100,A,Excellent
26667,5.9,89.3,5,62.6,C,Average
11451,10.9,80.3,3.6,73.4,B,Average
34864,13.8,86.5,8.2,94.3,A,Excellent
20724,10.5,100,6.7,67.3,C,Average
37258,19.4,93.8,8.9,100,A,Excellent
31206,18.1,80.9,3.5,87.9,A,Good
29971,19.6,86.3,9.1,99.8,A,Excellent
24505,33.1,75.1,5,100,A,Excellent
32733,14.3,93.9,5,67.4,C,Average
S028,5,57,4,50.5,D,Poor
30749,9.3,77.3,7.1,63.5,C,Average
32481,26.1,98.8,4.8,100,A,Excellent
34737,17.2,93.4,7.5,100,A,Excellent
7692,10.8,95.4,5.8,84.3,B,Good
25584,14,90.3,6.4,88.1,A,Good
34096,0,100,7.2,51.9,D,Poor
1194,17.2,92.3,8,100,A,Excellent
16918,16,88.6,7.3,85.5,A,Good
9854,10.5,72,4.8,71.3,B,Average
30216,8.5,66.1,2.6,65.7,C,Average
13399,10.9,87.9,6.1,71.2,B,Average
36205,11.9,89.6,8.7,76.1,B,Good
14035,11.3,100,6.6,76,B,Good
10017,7.5,77.2,8,83.9,B,Good
8702,10.9,88.5,8.8,71,B,Average
16011,25.6,82.5,8.6,100,A,Excellent
23254,14.8,80.9,4.3,88.9,A,Good
13493,13.4,96.7,2.9,75.4,B,Good
21131,8.2,78.8,4.7,58.3,C,Poor
8143,4.9,71,8.1,61.1,C,Average
1635,12.7,96.3,5.9,89.8,A,Good
25957,27.8,84,5.3,100,A,Excellent
9556,29.1,81.1,4.1,100,A,Excellent
30027,22.3,81.8,6.7,100,A,Excellent
32669,9.9,92.2,8.2,68.6,C,Average
7171,11.6,97,5.3,95.3,A,Excellent
5758,12.7,78.9,7,90.5,A,Excellent
33746,23.8,87.9,5.2,82.4,B,Good
22705,24.4,72.9,6.2,100,A,Excellent
35148,24.2,77.9,5.1,100,A,Excellent
19592,8.3,61.7,4.7,74.3,B,Average
31196,20.6,83.7,2.5,97.4,A,Excellent
23331,29.5,73.4,10,100,A,Excellent
15739,15.5,93.3,8,96.6,A,Excellent
30398,12.7,78.3,10,95.2,A,Excellent
38037,17.6,75.3,6.8,97.7,A,Excellent
39811,10.3,92.5,2.9,64.3,C,Average
32420,22.1,81.9,3,100,A,Excellent
15044,9.1,71.1,8.5,61,C,Average
24172,22.2,74.4,7.5,97.9,A,Excellent
15384,7.2,80.4,4.1,68.3,C,Average
31079,17.4,67.4,8.6,100,A,Excellent
27732,9,81,4.1,79.9,B,Good
2284,8.1,96.1,4.3,83.9,B,Good
3241,15.1,69.7,1.1,83.1,B,Good
21001,32.6,76.6,2.1,100,A,Excellent
24036,16.1,84.8,5.2,84.5,B,Good
